file,line,bucket,phrase,qualified_noun,context,proposed_replacement
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1716,LIST,Material,communication must follow the,Material communication must follow the lifecycle below.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1746,JUDGEMENT,material,limitations;,* material limitations;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1846,JUDGEMENT,material,"claims supportable, current, and","Are material claims supportable, current, and traceable?","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1882,LIST,material,legal or regulatory issue,* a material legal or regulatory issue exists;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1886,JUDGEMENT,materially,harmed;,* a vulnerable stakeholder may be materially harmed;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1891,JUDGEMENT,material,correction is unresolved;,* a material correction is unresolved;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1906,JUDGEMENT,material,facts;,* conceal material facts;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1912,JUDGEMENT,material,;,* represent automation as human judgement where material;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1921,JUDGEMENT,material,;,* publish synthetic media as authentic where the distinction is material;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1935,LIST,material,communication incident;,* after a material communication incident;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1938,LIST,material,legal or regulatory change;,* after a material legal or regulatory change;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,1943,JUDGEMENT,material,expansion into a new,* before material expansion into a new jurisdiction.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2042,JUDGEMENT,materially,false understanding despite each,Could a reasonable stakeholder form a materially false understanding despite each individual sentence appearing technically defensible?,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2046,LIST,material,communication be traced to,"Can every material communication be traced to an authorised person, role, or body?",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2050,JUDGEMENT,material,claim be traced to,Can each material claim be traced to current supporting evidence?,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2070,LIST,material,error?,Can Nexus locate the affected audience and repair the record after material error?,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2106,JUDGEMENT,material,.,"nguishable and not disguised as independent content, reviews, research, or user-generated material.","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2121,JUDGEMENT,material,claims traceable to current,> Make material claims traceable to current evidence.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2124,JUDGEMENT,material,limitations.,"> Do not disguise advertising, automation, uncertainty, sponsorship, or material limitations.","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-13-communication-brand-representation-and-public-trust-v0.1.md,2128,JUDGEMENT,material,error visibly and proportionately.,> Correct material error visibly and proportionately.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,42,LIST,material,recommendation or decision must,Every material recommendation or decision must be traceable through the following chain:,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,91,JUDGEMENT,material,when it may significantly,A decision becomes material when it may significantly affect one or more of the following:,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,104,LIST,Material,decisions automatically require documented,Material decisions automatically require documented constitutional assessment and appropriate gove,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,126,JUDGEMENT,Material,evidence should include:,Material evidence should include:,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,135,JUDGEMENT,material,recommendation must state its,Every material recommendation must state its confidence level.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,149,JUDGEMENT,Material,proposals should undergo the,The depth of analysis must be proportionate to materiality. Material proposals should undergo the following tests.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,210,LIST,Material,decisions should not begin,Material decisions should not begin with a preferred answer and work backwards.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,240,JUDGEMENT,materially,contradictory;,* evidence is materially contradictory;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,261,LIST,material,work;,* preserve the reasoning chain for material work;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,264,LIST,material,recommendations and outcomes;,* record material recommendations and outcomes;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,274,LIST,material,decision merely because it,* execute a material decision merely because it appears obvious;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,285,LIST,materially,"contributes to a decision,","he use of AI does not reduce the evidence, transparency, or governance standard. Where AI materially contributes to a decision, that contribution must be discoverable.",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,289,LIST,material,decision record should contain:,Every material decision record should contain:,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,342,JUDGEMENT,material,risk.,"> Surface uncertainty, dissent, and material risk.","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-3-decision-and-reasoning-framework-v0.1.md,352,LIST,material,decisions were made;,* people can reconstruct why material decisions were made;,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-4-success-and-measurement-framework-v0.1.md,85,JUDGEMENT,material,initiative must identify the,Every material initiative must identify the capability it is intended to expand — understanding; practic,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-4-success-and-measurement-framework-v0.1.md,157,JUDGEMENT,material,metric should identify: definition;,Every material metric should identify: definition; purpose; baseline; desired direction; target or accep,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-4-success-and-measurement-framework-v0.1.md,221,JUDGEMENT,materially,"undermines human capability, evidence","A profitable activity that materially undermines human capability, evidence integrity, accessibility, trust, or constitutional","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-4-success-and-measurement-framework-v0.1.md,233,JUDGEMENT,Material,drift indicators require governance,**Material drift indicators require governance review.**,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-4-success-and-measurement-framework-v0.1.md,238,JUDGEMENT,material,exceptions; decision-quality sampling; metric,**Monthly** — constitutional scorecard review; material exceptions; decision-quality sampling; metric anomalies; dependency and accessibility con,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-4-success-and-measurement-framework-v0.1.md,247,JUDGEMENT,material,measure must have an,"Every material measure must have an accountable owner, responsible for: definition; evidence integrity;","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-4-success-and-measurement-framework-v0.1.md,249,LIST,materially,change measurement standards without,"analyse, monitor, and report metrics. **Agents may not redefine constitutional success or materially change measurement standards without authorised governance.**",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,42,JUDGEMENT,materially,"different meaning, or replaced","fingerprints; non-delegable boundaries. **May not be silently changed, paraphrased into a materially different meaning, or replaced by operational convenience.**","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,87,JUDGEMENT,material,knowledge item must include,Every material knowledge item must include enough provenance to answer: Where did this come from? Who cr,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,116,LIST,material,item should identify whether,Every material item should identify whether it is: timeless or principle-based; slow-changing; periodica,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,120,LIST,materially,; operating conditions change;,should be reviewed when: the legal or regulatory environment changes; technology changes materially; operating conditions change; contradictory evidence emerges; a decision produces unexpec,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,120,THRESHOLD,material,.,ent identifies possible obsolescence; the cost of relying on outdated information becomes material.,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,128,JUDGEMENT,material,"contradiction exists, Nexus must:","When material contradiction exists, Nexus must: (1) identify the exact claims in conflict; (2) compare","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,128,LIST,material,; (9) define the,ine whether the contradiction affects active decisions; (8) escalate where consequence is material; (9) define the evidence required to resolve it; (10) preserve the disagreement for futur,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,150,LIST,material,transition points.**,"s, agents, and organisational systems must inherit relevant doctrine at initiation and at material transition points.**",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,158,LIST,material,.,ed doctrine; supporting evidence; owner; effective date; review date; version; superseded material.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,180,LIST,material,decision; establishes doctrine; records,**Retain** when it: explains a material decision; establishes doctrine; records a constitutional interpretation; prevents a repea,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,180,LIST,materially,influence future decisions.,or governance accountability; protects continuity; reveals organisational evolution; may materially influence future decisions.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,188,JUDGEMENT,material,knowledge domain must have,"Every material knowledge domain must have an accountable steward, responsible for: accuracy; structure;","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,204,LIST,Material,knowledge changes should be,Material knowledge changes should be attributable and recoverable.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,222,JUDGEMENT,material,merely because less reliable,"**Relevance ranking must not hide authoritative material merely because less reliable content is more recent, popular, or linguistically similar.*","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,236,LIST,material,project knowledge.**,"*Silent overwriting is prohibited for constitutional, governance, doctrine, decision, and material project knowledge.**",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,256,JUDGEMENT,Material,knowledge should be tested,Material knowledge should be tested for: accuracy; completeness; provenance; relevance; recency; i,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,272,JUDGEMENT,material,research package should identify:,A material research package should identify: research question; constitutional relevance; scope; dec,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,284,LIST,materially,contributed; original sources where,AI-generated knowledge must disclose: that AI materially contributed; original sources where applicable; level of human or system validation; unce,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,300,LIST,material,"handoff between agents, systems,","Every material handoff between agents, systems, projects, or sessions should preserve: objective; consti",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,304,LIST,material,action.**,**The receiving agent must validate the handoff before relying upon it for material action.**,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,308,LIST,material,evidence; dissent; next actions;,tent; authority; commitments; decisions; provenance; unresolved risk; active constraints; material evidence; dissent; next actions; status.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,312,LIST,material,decision; **merge conflicting claims,rtainty; **convert proposals into approvals**; remove dissent; remove the reason behind a material decision; **merge conflicting claims into false agreement**; remove conditions attached t,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,321,JUDGEMENT,material,item;,4. retain the current authoritative status of each material item;,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,328,NOT-IN-SCOPE,material,compressed;,11. identify the source material compressed;,not the qualifier — leave alone
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,332,JUDGEMENT,material,reasoning.,15. undergo validation before use in material reasoning.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,340,LIST,materially,different action because essential,**Compression fails when a reasonable agent could take materially different action because essential context was removed or distorted.**,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,352,LIST,material,changes without approval.**,"may not silently declare contested information authoritative, amend doctrine, or execute material changes without approval.**",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,356,JUDGEMENT,material,evidence; preserve provenance; identify,**Continuous** — capture material evidence; preserve provenance; identify contradictions; monitor security and integrity; r,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,364,THRESHOLD,material,knowledge with provenance; percentage,Percentage of material knowledge with provenance; percentage with current review status; retrieval success; time,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,364,LIST,material,; context-compression failures; repeated,ted evidence in active use; duplicate or competing doctrine; agent reliance on unverified material; context-compression failures; repeated mistakes caused by inaccessible knowledge; lesson,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,364,LIST,material,decisions; **silent edit incidents**;,aused by inaccessible knowledge; lessons reused across projects; knowledge gaps affecting material decisions; **silent edit incidents**; **institutional memory lost during handoff**; stake,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,378,LIST,Material,lessons: situation; original objective;,Material lessons: situation; original objective; context; action taken; evidence available at the,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,384,JUDGEMENT,material,knowledge item: (1) What,Before relying on a material knowledge item: (1) What is the claim? (2) What type of knowledge is it? (3) What support,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,416,JUDGEMENT,material,claims remain traceable to,succeeds when: authorised people and agents can locate trustworthy knowledge when needed; material claims remain traceable to evidence; current and historical knowledge are clearly disting,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,416,JUDGEMENT,material,harm; AI-generated content does,e does not depend on individual memory; outdated information is identified before causing material harm; AI-generated content does not become authoritative without validation; context comp,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-5-knowledge-evidence-and-institutional-memory-v0.1.md,433,JUDGEMENT,material,transition points. No mechanism,rine-inheritance testing** | **❌ CANNOT RUN. §5.14 mandates inheritance at initiation and material transition points. No mechanism exists** — gitignored paths; `bootstrap.sh` wires 1 of 3,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,37,THRESHOLD,material,-risk review; dispute resolution;,pproval; policy approval; decision-threshold definition; permission-framework management; material-risk review; dispute resolution; audit and accountability; **controlled expansion or redu,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,37,LIST,material,exceptions. Subordinate to constitutional,and accountability; **controlled expansion or reduction of agent authority**; approval of material exceptions. Subordinate to constitutional authority.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,39,LIST,material,organisational change proposals; strategic,jor project direction; product and service positioning; approved partnership development; material organisational change proposals; strategic preparation and recommendation. **May recommen,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,43,THRESHOLD,material,resource use unless separately,"n. **Does not include external commitment, irreversible action, constitutional change, or material resource use unless separately authorised.**",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,55,LIST,material,permission is absent or,"**Where a material permission is absent or ambiguous, the receiving party must default to preparation, clari",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,59,LIST,materially,weaken a core principle;,osophy; amend the constitutional preamble; redefine the organisation's mission; remove or materially weaken a core principle; transfer ultimate constitutional authority; **declare itself a c,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,65,LIST,materially,involved where decisions affect:,Human judgement must remain materially involved where decisions affect: constitutional identity; serious human welfare; legal ri,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,65,JUDGEMENT,material,conflicts of interest; high-impact,irreversible disclosure of sensitive information; public moral or political positioning; material conflicts of interest; high-impact stakeholder vulnerability; emergency constitutional in,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,87,JUDGEMENT,material,stakeholder harm.,"hin doctrine, within budget, logged, reversible, limited in scope, and unlikely to create material stakeholder harm.","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,89,JUDGEMENT,Material,Operations.** Requires demonstrated reliability;,**Level 4 — Execute Bounded Material Operations.** Requires demonstrated reliability; defined monitoring; tested rollback; cle,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,115,LIST,materially,; doctrine is repeatedly,ders are harmed; records are incomplete; security controls fail; system behaviour changes materially; doctrine is repeatedly misinterpreted; an agent delegates without authority; **context c,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,115,JUDGEMENT,material,misunderstanding**; monitoring is unavailable;,atedly misinterpreted; an agent delegates without authority; **context compression causes material misunderstanding**; monitoring is unavailable; a conflict of interest emerges; legal or r,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,121,JUDGEMENT,material,"cost, harm, loss, or","**Fully Reversible** — undone without material cost, harm, loss, or stakeholder impact.","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,136,THRESHOLD,material,commitment occurs when Nexus,A material commitment occurs when Nexus becomes bound or reasonably represented as bound — financial,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,146,THRESHOLD,materially,altered terms without review;,suppliers based on undisclosed incentives; create subscriptions without authority; accept materially altered terms without review; commit future expenditure beyond delegated periods; **infer,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,156,LIST,Material,external communications should be,Material external communications should be checked for: factual accuracy; constitutional alignment,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,162,LIST,materially,contradicts the Founder's Philosophy;,"No project, agent, or team may represent Nexus in a way that materially contradicts the Founder's Philosophy; constitutional principles; approved purpose; access",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,216,THRESHOLD,material,actions.** Where delay itself,"**Agents must not exploit silence to proceed with material actions.** Where delay itself creates material risk, follow emergency or escalation proce",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,216,THRESHOLD,material,"risk, follow emergency or","s must not exploit silence to proceed with material actions.** Where delay itself creates material risk, follow emergency or escalation procedures.",delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,220,LIST,materially,harmed; an action is,he consequence; an instruction appears unlawful or unconstitutional; a stakeholder may be materially harmed; an action is difficult to reverse; a significant conflict of interest exists; age,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,228,LIST,material,.,otify relevant authority; define conditions for resumption; be permanently recorded where material.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,256,LIST,Material,conflicts must be disclosed.,Material conflicts must be disclosed. Affected authorities may be required to: abstain; seek indep,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,280,LIST,material,; (6) preserve the,here necessary; (4) propose a compliant alternative; (5) escalate if the conflict remains material; (6) preserve the instruction and response in the decision record.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,304,THRESHOLD,material,authority use; monitor threshold,**Continuous** — log material authority use; monitor threshold breaches; detect unusual tool activity; detect unauthori,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,308,LIST,Material,Incident** — immediate authority,**After Material Incident** — immediate authority review; permission suspension where necessary; root-caus,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,340,JUDGEMENT,material,risk.,"> Escalate uncertainty, conflict, and material risk.","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,343,JUDGEMENT,material,exercise of power must,> Every material exercise of power must be traceable.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-6-authority-delegation-and-agent-autonomy-v0.1.md,365,JUDGEMENT,material,uncertainty triggers escalation; systems,"n, tool, and data powers are governed; high-risk actions receive proportionate oversight; material uncertainty triggers escalation; systems can be paused and recovered; authority survives","FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,16,JUDGEMENT,material,change; interprets signals; identifies,This framework defines how Nexus continuously: observes relevant conditions; detects material change; interprets signals; identifies risks and opportunities; challenges assumptions; a,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,26,LIST,material,decisions; **manufacture urgency**; override,rnal commitments; spend resources beyond authority; expose protected information; execute material decisions; **manufacture urgency**; override governance; **convert predictions into facts,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,91,THRESHOLD,Material,and Time-Critical.** Delay may,**P1 — Material and Time-Critical.** Delay may materially reduce options or increase harm.,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,91,JUDGEMENT,materially,reduce options or increase,**P1 — Material and Time-Critical.** Delay may materially reduce options or increase harm.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,92,LIST,Material,"but Preparatory.** Structured research,","**P2 — Material but Preparatory.** Structured research, analysis, planning, or staged work before a decis",delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,121,LIST,material,risks occur) · **Disruptive**,er current evidence) · **Positive** (if key opportunities are realised) · **Adverse** (if material risks occur) · **Disruptive** (unexpected change invalidating current assumptions) · **No,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,175,THRESHOLD,material,resources; **pressure governance into,**Preparation must stop where continued work would:** create an implied commitment; waste material resources; **pressure governance into approval**; expose confidential information; **crea,delete the word; state the figure (e.g. 'over $X' / 'longer than N days')
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,215,JUDGEMENT,material,alert: signal; consequence; confidence;,Every material alert: signal; consequence; confidence; urgency; evidence; affected objective; recommende,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,223,LIST,materially,affected; legal or regulatory,Escalate when: constitutional identity may be affected; human welfare may be materially affected; legal or regulatory exposure is significant; evidence is contradictory and cons,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,223,JUDGEMENT,material,; financial or reputational,consequence is high; an irreversible action may be required; stakeholder vulnerability is material; financial or reputational exposure crosses delegated thresholds; authority is unclear; d,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,233,JUDGEMENT,material,constitutional issue.**,**Repeated minor drift may become a material constitutional issue.**,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,261,JUDGEMENT,material,failure; **unexpected success**; serious,Required after: material failure; **unexpected success**; serious incident; constitutional exception; **significan,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,261,LIST,material,agent error; emergency authority,incident; constitutional exception; **significant near miss**; major project completion; material agent error; emergency authority use.,delete the word; name the set (reuse fence.json where it already exists)
CHAPTER-7-continuous-cognitive-loop-and-foresight-v0.1.md,267,JUDGEMENT,material,conflict; preserve constitutional fingerprints;,om fact**; **avoid generating unnecessary work**; **respect cognitive budgets**; escalate material conflict; preserve constitutional fingerprints; record significant loop transitions.,"FOUNDER RULES: pick a proxy, accept a human gate, or cut the clause"
